"","term","comparison","estimate","conf.low","conf.high","adj.p.value"
"1","Host","Arabidopsis thaliana-No host",0.489823160831668,0.0651200758151878,0.914526245848149,0.0111645385591589
"2","Host","Equisetum arvense-No host",0.3042247511376,-0.129721224395192,0.738170726670392,0.409703776918543
"3","Host","Festuca rubra-No host",0.529022567315112,0.108103870378104,0.94994126425212,0.00354953113811862
"4","Host","Holcus lanatus-No host",0.331829354101368,-0.132267873388042,0.795926581590778,0.381807645336301
"5","Host","Marchantia polymorpha-No host",-0.181375862983491,-0.720449585124482,0.357697859157501,0.979508726982416
"6","Host","Pinus sylvestris-No host",0.0670950655957023,-0.416142185836767,0.550332317028171,0.999963592496685
"7","Host","Plantago lanceolata-No host",0.245545060549957,-0.175373636387051,0.666463757486964,0.661484422436153
"8","Host","Trifolium repens-No host",1.2411800611156,0.812173103901004,1.67018701833021,1.77635683940025e-13
"9","Host","Equisetum arvense-Arabidopsis thaliana",-0.185598409694068,-0.512923003928865,0.141726184540729,0.695412077648227
"10","Host","Festuca rubra-Arabidopsis thaliana",0.0391994064834433,-0.270647055076176,0.349045868043062,0.999982227136138
"11","Host","Holcus lanatus-Arabidopsis thaliana",-0.157993806730301,-0.524352260806667,0.208364647346066,0.913304117346147
"12","Host","Marchantia polymorpha-Arabidopsis thaliana",-0.671199023815159,-1.12883726327162,-0.213560784358697,0.000260859916811351
"13","Host","Pinus sylvestris-Arabidopsis thaliana",-0.422728095235966,-0.813049144478606,-0.0324070459933264,0.0229028119540718
"14","Host","Plantago lanceolata-Arabidopsis thaliana",-0.244278100281712,-0.554124561841331,0.0655683612779073,0.251280956641494
"15","Host","Trifolium repens-Arabidopsis thaliana",0.751356900283937,0.43060894682453,1.07210485374334,2.18571827304004e-10
"16","Host","Festuca rubra-Equisetum arvense",0.224797816177511,-0.0976013603096614,0.547196992664684,0.417450473369275
"17","Host","Holcus lanatus-Equisetum arvense",0.0276046029637675,-0.349429766997136,0.404638972924671,0.999999755711205
"18","Host","Marchantia polymorpha-Equisetum arvense",-0.485600614121091,-0.951829267757266,-0.0193719604849152,0.0341516430796484
"19","Host","Pinus sylvestris-Equisetum arvense",-0.237129685541898,-0.637488175823378,0.163228804739582,0.642549373105286
"20","Host","Plantago lanceolata-Equisetum arvense",-0.0586796905876437,-0.381078867074817,0.263719485899529,0.999716650805299
"21","Host","Trifolium repens-Equisetum arvense",0.936955309978005,0.604065464973702,1.26984515498231,1.98507876802978e-13
"22","Host","Holcus lanatus-Festuca rubra",-0.197193213213744,-0.559157791428046,0.164771365000559,0.739716911192194
"23","Host","Marchantia polymorpha-Festuca rubra",-0.710398430298602,-1.16452682318044,-0.256270037416762,6.88624446462116e-05
"24","Host","Pinus sylvestris-Festuca rubra",-0.461927501719409,-0.848127398781161,-0.0757276046576573,0.00704036396180441
"25","Host","Plantago lanceolata-Festuca rubra",-0.283477506765155,-0.588116093864113,0.0211610803338027,0.0904225577431432
"26","Host","Trifolium repens-Festuca rubra",0.712157493800493,0.396437540903894,1.02787744669709,1.04234854081398e-09
"27","Host","Marchantia polymorpha-Holcus lanatus",-0.513205217084858,-1.0076203102542,-0.0187901239155138,0.0353075147025316
"28","Host","Pinus sylvestris-Holcus lanatus",-0.264734288505665,-0.697589977647805,0.168121400636474,0.60101772140301
"29","Host","Plantago lanceolata-Holcus lanatus",-0.0862842935514112,-0.448248871765714,0.275680284662891,0.99797505724216
"30","Host","Trifolium repens-Holcus lanatus",0.909350707014237,0.538011541574825,1.28068987245365,3.11083381276944e-11
"31","Host","Pinus sylvestris-Marchantia polymorpha",0.248470928579193,-0.263953006227039,0.760894863385425,0.843916691784652
"32","Host","Plantago lanceolata-Marchantia polymorpha",0.426920923533447,-0.0272074693483931,0.881049316415287,0.0836355067611645
"33","Host","Trifolium repens-Marchantia polymorpha",1.4225559240991,0.960920768235913,1.88419107996228,1.70086167372574e-13
"34","Host","Plantago lanceolata-Pinus sylvestris",0.178449994954254,-0.207749902107498,0.564649892016006,0.876423014053451
"35","Host","Trifolium repens-Pinus sylvestris",1.1740849955199,0.779085273497356,1.56908471754245,1.68087765928249e-13
"36","Host","Trifolium repens-Plantago lanceolata",0.995635000565648,0.679915047669049,1.31135495346225,1.69864122767649e-13
