"","Df","AIC","BIC","logLik","deviance","Chisq","Chi Df","Pr(>Chisq)"
"modmanysp4.1",3,102.0584669374,111.208034959149,-48.0292334687001,96.0584669374002,NA,NA,NA
"modmanysp4",7,97.0549809998094,118.403973050556,-41.5274904999047,83.0549809998094,13.0034859375908,4,0.0112587735922043
